Age_ka,D,J,F,M,A,M,J,J,A,S,O,N,Summer_DJF,Spring_MAM,Winter_JJA,Spring_SON,Spring_Summer_SONDJF,Autumn_Winter_MAMJJA,Annual,DJF_Summer_SD,MAM_Spring_SD,JJA_Winter_SD,SON_Spring_SD,Spring_Summer_SONDJF_SD,Autumn_Winter_MAMJJA_SD,Annual_SD
-0.5,0.494196,-1.138196,-1.501873,-0.913654,-0.36296,-0.348296,-0.652766,-0.759565,-0.089945,1.310115,2.457467,2.195416,-0.715291,-0.541636667,-0.500758667,1.987666,0.6361875,-0.521197667,0.057494917,1.063113043,0.32225988,0.359760209,0.601227245,1.669870169,0.306288816,1.294394115
-0.4,0.431089,-0.880893,-1.189648,-0.731029,-0.293204,-0.281636,-0.528895,-0.62352,-0.098484,1.020106,1.954506,1.773538,-0.546484,-0.435289667,-0.416966333,1.582716667,0.518116333,-0.426128,0.045994167,0.860563269,0.256183078,0.279842313,0.495565763,1.324579356,0.240161028,1.032901079
-0.3,0.349735,-0.638431,-0.883178,-0.548223,-0.221991,-0.213455,-0.401591,-0.479315,-0.093454,0.744232,1.457027,1.342525,-0.390624667,-0.327889667,-0.324786667,1.181261333,0.395318333,-0.326338167,0.034490083,0.652743901,0.19086199,0.204074391,0.382784085,0.985031462,0.176727901,0.77283204
-0.2,0.250517,-0.410804,-0.582635,-0.365366,-0.149361,-0.143773,-0.270946,-0.32718,-0.075164,0.482352,0.96529,0.902916,-0.247640667,-0.2195,-0.22443,0.783519333,0.267939333,-0.221965,0.022987167,0.439888928,0.126354556,0.132290664,0.262676514,0.651143434,0.115731625,0.514068148
-0.1,0.133814,-0.197998,-0.288186,-0.182584,-0.075351,-0.072615,-0.137053,-0.167336,-0.043916,0.23432,0.479535,0.455237,-0.117456667,-0.110183333,-0.116101667,0.389697333,0.136120333,-0.1131425,0.011488917,0.222230015,0.062715738,0.06432218,0.135108049,0.322827663,0.056910023,0.256493511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-0.148858,0.185752,0.283593,0.182869,0.076555,0.073878,0.14001,0.174186,0.055013,-0.222884,-0.475072,-0.462673,0.106829,0.111100667,0.123069667,-0.386876333,-0.140023667,0.117085167,-0.01146925,0.226771023,0.062167611,0.061365969,0.142156772,0.319024991,0.055634654,0.256315795
0.2,-0.314406,0.356422,0.560438,0.365268,0.154398,0.149192,0.283054,0.35558,0.122378,-0.432048,-0.943325,-0.932023,0.200818,0.222952667,0.253670667,-0.769132,-0.284157,0.238311667,-0.022922667,0.457708925,0.123276178,0.119345416,0.291977998,0.632566475,0.109814464,0.511674464
0.3,-0.496442,0.511761,0.830172,0.547003,0.233501,0.225937,0.429053,0.544018,0.201954,-0.627402,-1.404331,-1.407509,0.281830333,0.335480333,0.391675,-1.146414,-0.432291833,0.363577667,-0.034357083,0.692551269,0.18322304,0.174068323,0.449480386,0.940546923,0.162774499,0.766090728
0.4,-0.694759,0.651519,1.092424,0.727877,0.313836,0.304106,0.577925,0.739333,0.293596,-0.80886,-1.857657,-1.888583,0.349728,0.448606333,0.536951333,-1.518366667,-0.584319333,0.492778833,-0.04577025,0.931028531,0.241904417,0.225675651,0.614645334,1.242889581,0.214756491,1.019576368
0.5,-0.90913,0.775459,1.346823,0.90769,0.395373,0.383693,0.729585,0.941351,0.397152,-0.976339,-2.302876,-2.374693,0.404384,0.562252,0.689362667,-1.884636,-0.740126,0.625807333,-0.057159333,1.172861235,0.299215081,0.274320096,0.787427457,1.539526537,0.266006782,1.272143125
0.6,-1.139315,0.88336,1.593004,1.086241,0.478081,0.464689,0.883947,1.149895,0.512464,-1.129771,-2.739573,-2.865283,0.445683,0.676337,0.848768667,-2.244875667,-0.899596333,0.762552833,-0.06852175,1.417766781,0.355050424,0.320168247,0.967752326,1.83040287,0.316776274,1.523805909
0.7,-1.385053,0.975025,1.830617,1.263332,0.561929,0.547082,1.040917,1.364781,0.639367,-1.269104,-3.167353,-3.359807,0.473529667,0.790781,1.015021667,-2.598754667,-1.0626125,0.902901333,-0.079855583,1.665459866,0.409308495,0.363399634,1.155524905,2.115485064,0.367317653,1.774586519
0.8,-1.646068,1.050288,2.05933,1.438772,0.646884,0.63086,1.200405,1.585829,0.777686,-1.394304,-3.585849,-3.857729,0.48785,0.905505333,1.187973333,-2.945960667,-1.229055333,1.046739333,-0.091158,1.915658102,0.461891974,0.404214902,1.350632627,2.394764809,0.41788755,2.024517149
0.9,-1.922073,1.109015,2.27884,1.612379,0.732912,0.716006,1.362319,1.812856,0.927243,-1.505362,-3.994728,-4.358535,0.488594,1.020432333,1.367472667,-3.286208333,-1.398807167,1.1939525,-0.102427333,2.168088829,0.512710538,0.442828993,1.552948528,2.668265938,0.468741872,2.273643819
1,-2.212769,1.151107,2.488871,1.783984,0.819979,0.802503,1.526569,2.045686,1.087856,-1.602288,-4.393693,-4.861739,0.475736333,1.135488667,1.553370333,-3.61924,-1.571751833,1.3444295,-0.113661167,2.422488148,0.561681405,0.479477122,1.76233887,2.936045674,0.5201358,2.522027827
1.1,-2.51693,1.175668,2.687716,1.952562,0.90794,0.890315,1.692583,2.283169,1.258586,-1.684656,-4.780591,-5.364651,0.448818,1.250272333,1.744779333,-3.943299333,-1.747240667,1.497525833,-0.124857417,2.677371507,0.608264533,0.51428195,1.977721872,3.196731017,0.57197012,2.768601944
1.2,-2.835079,1.183748,2.876849,2.118927,0.99687,0.979421,1.86077,2.526133,1.439949,-1.753168,-5.157363,-5.869229,0.408506,1.365072667,1.942284,-4.25992,-1.925707,1.653678333,-0.136014333,2.93381671,0.652915296,0.547660771,2.199896019,3.452099302,0.62485531,3.014708893
1.3,-3.167038,1.175374,3.056194,2.283026,1.086747,1.069802,2.031104,2.774533,1.631873,-1.807893,-5.523979,-6.375303,0.354843333,1.479858333,2.145836667,-4.569058333,-2.1071075,1.8128475,-0.14713,3.191724779,0.695615202,0.579905732,2.428829685,3.702427659,0.679063037,3.26055806
1.4,-3.512663,1.150555,3.22568,2.444807,1.177556,1.161442,2.203562,3.028346,1.834314,-1.848879,-5.880416,-6.882731,0.287857333,1.594601667,2.355407333,-4.870675333,-2.291409,1.9750045,-0.15820225,3.45101464,0.736343498,0.611327129,2.664507206,3.948009379,0.734858232,3.506368568
1.5,-3.871834,1.109286,3.385227,2.604222,1.269279,1.254327,2.37813,3.287561,2.047251,-1.876157,-6.22665,-7.39139,0.207559667,1.709276,2.570980667,-5.164732333,-2.478586333,2.140128333,-0.169229,3.711612369,0.775082026,0.642250542,2.906922876,4.189148266,0.792499617,3.752364948
1.6,-4.244448,1.051543,3.534746,2.761217,1.361902,1.348443,2.554794,3.552172,2.270676,-1.889739,-6.562644,-7.901164,0.113947,1.823854,2.792547333,-5.451182333,-2.668617667,2.308200667,-0.1802085,3.973446806,0.811808063,0.673017819,3.156076347,4.426153897,0.852234803,3.998771113
1.7,-4.630407,0.977288,3.674128,2.915731,1.455409,1.443776,2.733539,3.822176,2.504588,-1.889622,-6.888346,-8.411926,0.007003,1.938305333,3.020101,-5.729964667,-2.861480833,2.479203167,-0.191138833,4.236438968,0.846495441,0.703987123,3.411963929,4.659335209,0.914300563,4.245805067
1.8,-5.029603,0.88647,3.803251,3.067692,1.549784,1.540315,2.914343,4.097558,2.748982,-1.875793,-7.203681,-8.923527,-0.113294,2.052597,3.253627667,-6.001000333,-3.057147167,2.653112333,-0.202017417,4.500497027,0.879110806,0.735526934,3.674570618,4.888998143,0.978916069,4.493673212
1.9,-5.441909,0.779039,3.921969,3.217013,1.645007,1.638044,3.097177,4.378283,3.003837,-1.848236,-7.508548,-9.435783,-0.246967,2.166688,3.493099,-6.264189,-3.255578,2.8298935,-0.21284225,4.765508266,0.909614795,0.768011149,3.943860971,5.115440503,1.046281951,4.742564299
2,-5.867157,0.65495,4.030124,3.363593,1.741056,1.736947,3.281996,4.664293,3.269104,-1.806943,-7.802822,-9.948465,-0.394027667,2.280532,3.738464333,-6.51941,-3.456718833,3.009498167,-0.223610333,5.031332667,0.93796059,0.801817056,4.21976953,5.338951015,1.116576137,4.99264539
2.1,-6.307962,0.512871,4.127772,3.507923,1.838163,1.837207,3.469554,4.95729,3.546946,-1.750599,-8.087125,-10.463956,-0.555773,2.394431,3.991263333,-6.767226667,-3.661499833,3.192847167,-0.234326333,5.29930524,0.964312477,0.837498072,4.504136572,5.560809286,1.190580816,5.245315064
2.2,-6.761061,0.354029,4.214325,3.649149,1.936015,1.93859,3.658891,5.255206,3.834861,-1.680527,-8.360291,-10.97895,-0.730902333,2.507918,4.249652667,-7.006589333,-3.868745833,3.378785333,-0.24498025,5.567547167,0.988335876,0.875268239,4.794741779,5.780149329,1.267774748,5.499314168
2.3,-7.225833,0.178626,4.289623,3.787083,2.034546,2.041044,3.84983,5.557697,4.132444,-1.596946,-8.622114,-11.492832,-0.919194667,2.620891,4.513323667,-7.237297333,-4.078246,3.567107333,-0.255569333,5.835695279,1.009957124,0.91542581,5.091210841,5.997152097,1.348183052,5.75461425
2.4,-7.701578,-0.013055,4.353541,3.921541,2.133683,2.144507,4.042177,5.864378,4.43923,-1.500131,-8.872414,-12.00496,-1.120364,2.733243667,4.781928333,-7.459168333,-4.289766167,3.757586,-0.266090083,6.103365747,1.029109909,0.958220085,5.393125769,6.211995148,1.431793921,6.011157946
2.5,-8.187536,-0.220659,4.406,4.052346,2.233346,2.248912,4.235725,6.174835,4.754705,-1.390416,-9.11105,-12.514679,-1.334065,2.844868,5.055088333,-7.672048333,-4.503056667,3.949978167,-0.27653925,6.370168125,1.045735586,1.003847353,5.700030804,6.424855412,1.518562197,6.268865235
2.6,-8.682898,-0.443757,4.446968,4.179334,2.333453,2.354183,4.430255,6.488629,5.078313,-1.268186,-9.337919,-13.021337,-1.559895667,2.955656667,5.332399,-7.875814,-4.717854833,4.144027833,-0.2869135,6.635711675,1.059786344,1.052447458,6.011443494,6.635909602,1.608411743,6.527635769
2.7,-9.18682,-0.681859,4.476462,4.302356,2.433917,2.460241,4.625542,6.805307,5.409469,-1.133868,-9.552965,-13.524301,-1.797405667,3.065504667,5.613439333,-8.070378,-4.933891833,4.339472,-0.297209917,6.899612455,1.071225538,1.104104518,6.326867759,6.845335466,1.701240634,6.787354666
2.8,-9.698443,-0.934421,4.494547,4.421282,2.53465,2.567001,4.821361,7.124414,5.747575,-0.987924,-9.756177,-14.022964,-2.046105667,3.174311,5.897783333,-8.255688333,-5.150897,4.536047167,-0.307424917,7.161502872,1.0800297,1.158850805,6.645800676,7.053310646,1.79692799,7.047896967
2.9,-10.216912,-1.200861,4.501332,4.536003,2.635564,2.674378,5.017488,7.4455,6.092027,-0.830841,-9.947588,-14.516762,-2.305480333,3.281981667,6.185005,-8.431730333,-5.368605333,4.733493333,-0.317556,7.421038641,1.086187719,1.216673436,6.967745457,7.260013652,1.895337053,7.309133118
3,-10.741388,-1.480569,4.496966,4.646429,2.736574,2.782285,5.21371,7.76813,6.442235,-0.663114,-10.127273,-15.005181,-2.574997,3.388429333,6.474691667,-8.598522667,-5.586759833,4.9315605,-0.327599667,7.677902555,1.089699383,1.27751926,7.292223916,7.465624244,1.996322779,7.570933879
3.1,-11.268939,-1.771215,4.482279,4.752421,2.8374,2.890436,5.409312,8.090732,6.795929,-0.48673,-10.295663,-15.486513,-2.852625,3.493419,6.765324333,-8.756302,-5.8044635,5.129371667,-0.337545917,7.931097201,1.090650142,1.340971957,7.617453428,7.669887903,2.099213844,7.83242474
3.2,-11.801188,-2.074,4.456861,4.854059,2.938182,2.998964,5.604685,8.414241,7.15447,-0.300576,-10.452653,-15.96185,-3.139442333,3.597068333,7.057798667,-8.905026333,-6.022234333,5.3274335,-0.347400417,8.18122331,1.089009993,1.407270493,7.944509868,7.87347753,2.204435877,8.094334773
3.3,-12.337614,-2.388489,4.420854,4.951303,3.038862,3.107806,5.799693,8.738401,7.517507,-0.104973,-10.598348,-16.430935,-3.435083,3.699323667,7.351867,-9.044752,-6.2399175,5.525595333,-0.357161083,8.428112581,1.084793762,1.476339607,8.273119376,8.076605118,2.311896256,8.356619311
3.4,-12.877737,-2.714269,4.374402,5.04412,3.139384,3.216901,5.994209,9.062973,7.884719,0.099778,-10.732855,-16.89354,-3.739201333,3.800135,7.647300333,-9.175539,-6.457370167,5.723717667,-0.36682625,8.671616904,1.078019588,1.548096844,8.603030803,8.279478345,2.421507043,8.619238484
3.5,-13.421112,-3.05095,4.317644,5.132481,3.239696,3.326191,6.188111,9.387739,8.255811,0.313401,-10.856281,-17.349466,-4.051472667,3.899456,7.943887,-9.297448667,-6.674460667,5.9216715,-0.376394583,8.911602006,1.068706384,1.622460252,8.934018488,8.482300037,2.533185914,8.882157092
3.6,-13.96733,-3.39816,4.250718,5.216359,3.339746,3.435619,6.381287,9.712494,8.630514,0.535642,-10.968726,-17.798532,-4.371590667,3.997241333,8.241431667,-9.410538667,-6.891064667,6.1193365,-0.385864083,9.147950245,1.056874554,1.699345114,9.26587529,8.685267671,2.646856349,9.145342733
3.7,-14.516008,-3.755552,4.173755,5.295733,3.439487,3.54513,6.573627,10.037046,9.008575,0.766266,-11.070287,-18.240578,-4.699268333,4.09345,8.539749333,-9.514866333,-7.107067333,6.316599667,-0.395233833,9.380552257,1.042546603,1.778669706,9.598412879,8.888571955,2.762444762,9.408765592
3.8,-15.066791,-4.122794,4.086883,5.370578,3.538871,3.654672,6.765027,10.361214,9.389764,1.005058,-11.161052,-18.675454,-5.034234,4.188040333,8.838668333,-9.610482667,-7.322358333,6.513354333,-0.404502,9.609310541,1.025743129,1.860354821,9.931456947,9.092397375,2.879883652,9.672397157
3.9,-15.619341,-4.499568,3.990223,5.440874,3.637853,3.764192,6.955385,10.684825,9.773862,1.251818,-11.241107,-19.103023,-5.376228667,4.280973,9.138024,-9.697437333,-7.536833,6.7094985,-0.41366725,9.834131914,1.006488019,1.9443246,10.26484657,9.296921186,2.999108174,9.936209495
4,-16.173341,-4.885571,3.883897,5.506599,3.736386,3.873639,7.144602,11.007711,10.160662,1.506359,-11.310526,-19.523154,-5.725005,4.372208,9.437658333,-9.775773667,-7.750389333,6.904933167,-0.422728083,10.05493342,0.984805464,2.030505728,10.59842926,9.502314119,3.12005677,10.20017412
4.1,-16.727938,-5.280432,3.767768,5.567514,3.834386,3.982946,7.33238,11.329274,10.549501,1.768365,-11.369007,-19.935025,-6.080200667,4.461615333,9.737051667,-9.845222333,-7.9627115,7.0993335,-0.431689,10.27123233,0.96061252,2.118689654,10.93163868,9.708356788,3.242486308,10.4638996
4.2,-17.283307,-5.683839,3.642276,5.623838,3.931841,4.092068,7.518809,11.649756,10.940589,2.037727,-11.417052,-20.33921,-6.441623333,4.549249,10.03638467,-9.906178333,-8.173900833,7.292816833,-0.440542,10.4833527,0.934063334,2.208929579,11.26471845,9.915582113,3.366501898,10.72769815
4.3,-17.839226,-6.095534,3.50755,5.675572,4.028711,4.200958,7.703812,11.969047,11.333794,2.314307,-11.454752,-20.735663,-6.80907,4.635080333,10.335551,-9.958702667,-8.383886333,7.485315667,-0.449285333,10.69126099,0.905198563,2.301178875,11.59758173,10.12417114,3.492067183,10.99157358
4.4,-18.39549,-6.515274,3.36371,5.722712,4.124957,4.309568,7.887315,12.28704,11.728993,2.597986,-11.482185,-21.124335,-7.182351333,4.719079,10.63444933,-10.00284467,-8.592598,7.676764167,-0.457916917,10.89492727,0.874059325,2.395394414,11.93014938,10.33429807,3.619149001,11.25552881
4.5,-18.951899,-6.942832,3.210867,5.765252,4.22054,4.417854,8.069242,12.603626,12.126067,2.888654,-11.499418,-21.505175,-7.561288,4.801215333,10.93297833,-10.03864633,-8.799967167,7.867096833,-0.466435167,11.09431904,0.840689137,2.491536672,12.26234536,10.54612738,3.747714041,11.51956393
4.6,-19.508248,-7.377983,3.049127,5.803183,4.315419,4.525768,8.249516,12.918691,12.524894,3.186204,-11.506502,-21.878119,-7.945701333,4.881456667,11.23103367,-10.066139,-9.005920167,8.056245167,-0.4748375,11.28939856,0.805137411,2.589566511,12.59408814,10.75980981,3.877728563,11.78367086
4.7,-20.064321,-7.820498,2.878591,5.836488,4.409553,4.633263,8.42805,13.232107,12.925336,3.490528,-11.503481,-22.243084,-8.335409333,4.959768,11.52849767,-10.08534567,-9.2103775,8.244132833,-0.483122333,11.4801199,0.767456846,2.689443978,12.92528636,10.97547973,4.009152329,12.04782923
4.8,-20.619876,-8.270135,2.699362,5.865149,4.502897,4.740288,8.604752,13.543726,13.327235,3.801504,-11.490389,-22.599965,-8.730216333,5.036111333,11.82523767,-10.09628333,-9.413249833,8.4306745,-0.491287667,11.66642496,0.727713001,2.791122182,13.25583039,11.19325002,4.14193706,12.31200209
4.9,-21.174637,-8.726626,2.511551,5.889145,4.595404,4.84679,8.779517,13.853378,13.730399,4.118991,-11.467256,-22.948627,-9.129904,5.110446333,12.121098,-10.098964,-9.614434,8.615772167,-0.499330917,11.8482425,0.685986472,2.894547226,13.58558623,11.41320834,4.276021921,12.57613068
5,-21.728282,-9.189673,2.315279,5.90845,4.68702,4.952712,8.952226,14.160861,14.134599,4.442818,-11.434115,-23.288909,-9.534225333,5.182727333,12.41589533,-10.093402,-9.813813667,8.799311333,-0.507251167,12.02548309,0.642380807,2.999654374,13.91439198,11.63541244,4.411331724,12.84013105
5.1,-22.283122,-9.661232,2.109694,5.923033,4.77791,5.058223,9.123391,14.46747,14.541833,4.774803,-11.390452,-23.622077,-9.944886667,5.253055333,12.710898,-10.079242,-10.01206433,8.981976667,-0.515043833,12.19888163,0.596905688,3.107094675,14.24377591,11.86105229,4.548621622,13.10514604
5.2,-22.835839,-10.138509,1.895939,5.932831,4.867772,5.163009,9.29216,14.771269,14.949333,5.112575,-11.336806,-23.946248,-10.35946967,5.321204,13.004254,-10.05682633,-10.208148,9.162729,-0.5227095,12.3673695,0.549869905,3.216000326,14.57163544,12.08888883,4.686873499,13.36968317
5.3,-23.385715,-10.620839,1.674319,5.937837,4.95652,5.266978,9.458319,15.071826,15.356518,5.455644,-11.273309,-24.261059,-10.77741167,5.387111667,13.29555433,-10.02624133,-10.4018265,9.341333,-0.53024675,12.53075067,0.50156738,3.326190559,14.89754989,12.31876451,4.825876606,13.63345571
5.4,-23.931996,-11.1075,1.445183,5.938059,5.044066,5.370031,9.621651,15.368688,15.762769,5.803473,-11.200128,-24.566146,-11.19810433,5.450718667,13.58436933,-9.987600333,-10.59285233,9.517544,-0.537654167,12.68883211,0.452425403,3.437466713,15.22107444,12.55048298,4.965403147,13.89615179
5.5,-24.473907,-11.597726,1.208917,5.933522,5.130321,5.472067,9.781937,15.661397,16.167443,6.155488,-11.117464,-24.861159,-11.62090533,5.51197,13.870259,-9.941045,-10.78097517,9.6911145,-0.544930333,12.84142769,0.403084543,3.549620152,15.54175244,12.78381449,5.105214065,14.15744258
5.6,-25.01067,-12.090725,0.965944,5.924269,5.215196,5.572986,9.938962,15.949492,16.569883,6.511089,-11.025548,-25.145765,-12.04515033,5.570817,14.152779,-9.886741333,-10.96594583,9.861798,-0.552073917,12.98836697,0.354541476,3.662432461,15.85912235,13.01850199,5.245061106,14.41698821
5.7,-25.54152,-12.585692,0.71671,5.91036,5.298605,5.672687,10.092519,16.232529,16.969439,6.869663,-10.924638,-25.419664,-12.47016733,5.627217333,14.43149567,-9.824879667,-11.1475235,10.0293565,-0.5590835,13.12949619,0.308401788,3.7756851,16.17273201,13.25426861,5.384696737,14.67444816
5.8,-26.065722,-13.081826,0.461681,5.891869,5.380464,5.771071,10.242412,16.510079,17.365475,7.230598,-10.815013,-25.68259,-12.895289,5.681134667,14.70598867,-9.755668333,-11.32547867,10.19356167,-0.5659585,13.26468524,0.267301658,3.889159687,16.48214623,13.49082551,5.523875652,14.92948628
5.9,-26.582585,-13.578345,0.201327,5.868883,5.460696,5.868045,10.388462,16.781745,17.757389,7.593299,-10.696967,-25.934317,-13.31986767,5.732541333,14.97586533,-9.679328333,-11.499598,10.35420333,-0.572697333,13.39382669,0.235425337,4.002645664,16.78695774,13.72787949,5.662362628,15.18178043
6,-27.091479,-14.074508,-0.063883,5.8415,5.539228,5.96352,10.530506,17.047164,18.14462,7.957198,-10.570797,-26.174663,-13.74329,5.781416,15.24076333,-9.596087333,-11.66968867,10.51108967,-0.5792995,13.51684192,0.218434179,4.115944063,17.08679397,13.96514248,5.799936138,15.43102866
6.1,-27.589475,-14.566766,-0.331633,5.810344,5.61583,6.057188,10.668028,17.304939,18.524583,8.319283,-10.438392,-26.403062,-14.16262467,5.827787333,15.49918333,-9.507390333,-11.8350075,10.66348533,-0.585761083,13.63341429,0.221195442,4.228111785,17.37988445,14.20117987,5.935580246,15.67589247
6.2,-28.078785,-15.057649,-0.603497,5.774999,5.69064,6.149233,10.801362,17.556059,18.89919,8.681819,-10.298364,-26.620018,-14.579977,5.871624,15.75220367,-9.412187667,-11.99608233,10.81191383,-0.59208425,13.74387102,0.244088463,4.33983008,17.66759478,14.43700011,6.070027849,15.91732938
6.3,-28.559161,-15.546821,-0.879235,5.735525,5.763616,6.239604,10.930427,17.800355,19.268203,9.044581,-10.150835,-26.825477,-14.99507233,5.912915,15.99966167,-9.310577,-12.15282467,10.95628833,-0.598268167,13.84820912,0.2832694,4.451011067,17.94978525,14.6724613,6.20317934,16.15520204
6.4,-29.03039,-16.033983,-1.158628,5.691977,5.834723,6.328255,11.055147,18.037678,19.631411,9.407369,-9.995914,-27.019395,-15.407667,5.951651667,16.241412,-9.202646667,-12.30515683,11.09653183,-0.6043125,13.94643263,0.333866228,4.56157919,18.22633366,14.90743344,6.334945845,16.38938862
6.5,-29.49228,-16.518861,-1.441471,5.644407,5.903927,6.415144,11.175457,18.267888,19.98862,9.770006,-9.833697,-27.201737,-15.81753733,5.987826,16.47732167,-9.088476,-12.45300667,11.23257383,-0.610216417,14.03854916,0.392158338,4.671461908,18.49713386,15.14179677,6.465245054,16.61977788
6.6,-29.944653,-17.001197,-1.727568,5.592867,5.971194,6.500229,11.291292,18.490857,20.339648,10.132322,-9.664276,-27.372467,-16.22447267,6.02143,16.70726567,-8.968140333,-12.5963065,11.36434783,-0.615979333,14.12456891,0.455762209,4.78059464,18.76208286,15.37543455,6.594000826,16.84626487
6.7,-30.38734,-17.480739,-2.016724,5.537411,6.036493,6.583472,11.402592,18.706456,20.684313,10.494152,-9.487739,-27.531558,-16.62826767,6.052458667,16.93112033,-8.841715,-12.73499133,11.4917895,-0.621600917,14.2045061,0.523213227,4.888910792,19.02108476,15.60823451,6.721135635,17.06874861
6.8,-30.820171,-17.957231,-2.308737,5.478099,6.099794,6.664833,11.509301,18.914564,21.022435,10.855323,-9.304186,-27.678982,-17.028713,6.080908667,17.14876667,-8.709281667,-12.86899733,11.61483767,-0.627079833,14.27837793,0.593592359,4.996344643,19.2740395,15.84008054,6.846573514,17.28712903
6.9,-31.242971,-18.430409,-2.603396,5.414993,6.161068,6.744275,11.611363,19.115056,21.353825,11.215649,-9.113726,-27.814719,-17.425592,6.106778667,17.36008133,-8.570932,-12.998262,11.73343,-0.632416,14.34620357,0.666301852,5.102827012,19.52084464,16.07085169,6.970234353,17.50130378
7,-31.655557,-18.899987,-2.900471,5.348167,6.220285,6.821759,11.708728,19.307811,21.678287,11.574925,-8.916489,-27.938757,-17.81867167,6.130070333,17.564942,-8.426773667,-13.12272267,11.84750617,-0.63760825,14.40800732,0.74092669,5.208283875,19.76139246,16.30041862,7.092035274,17.71116762
7.1,-32.057789,-19.367035,-3.201301,5.276877,6.277347,6.897254,11.800996,19.492218,21.995729,11.934144,-8.710724,-28.04967,-18.20870833,6.150492667,17.762981,-8.275416667,-13.2420625,11.95673683,-0.642662833,14.4630742,0.817602851,5.312799703,19.99546111,16.52878329,7.211982504,17.91648633
7.2,-32.449208,-19.829535,-3.503784,5.202129,6.332283,6.970693,11.888457,19.668575,22.305628,12.291562,-8.498738,-28.148918,-18.59417567,6.168368333,17.95422,-8.118698,-13.35643683,12.06129417,-0.647571333,14.51220098,0.895603522,5.416052318,20.2229184,16.75556182,7.329814541,18.11719001
7.3,-32.829647,-20.287063,-3.807508,5.124102,6.38508,7.042043,11.971114,19.836836,22.607783,12.646832,-8.280888,-28.236668,-18.97473933,6.183741667,18.13857767,-7.956908,-13.46582367,12.16115967,-0.652332,14.55550697,0.97469342,5.517947343,20.44367544,16.98059014,7.445437475,18.31318881
7.4,-33.198969,-20.739214,-4.112068,5.042975,6.435724,7.111275,12.048982,19.996979,22.902022,12.999623,-8.057539,-28.313108,-19.35008367,6.196658,18.31599433,-7.790341333,-13.5702125,12.25632617,-0.656943167,14.59312217,1.054670867,5.618398473,20.65766157,17.20370807,7.558768865,18.5044051
7.5,-33.557065,-21.185611,-4.417072,4.958932,6.484209,7.178362,12.122087,20.149001,23.188196,13.349619,-7.829051,-28.378445,-19.719916,6.207167667,18.486428,-7.619292333,-13.66960417,12.34679783,-0.661403167,14.62518357,1.135355146,5.717324885,20.8648228,17.42475991,7.669733004,18.69077271
7.6,-33.903852,-21.62591,-4.722146,4.87215,6.530531,7.243283,12.19046,20.292915,23.466177,13.696527,-7.595776,-28.432892,-20.08396933,6.215321333,18.64985067,-7.444047,-13.76400817,12.432586,-0.665711083,14.65183187,1.216587759,5.814653366,21.06511933,17.64359552,7.778262514,18.87223499
7.7,-34.239269,-22.059793,-5.026938,4.782802,6.574688,7.306018,12.25414,20.428746,23.735857,14.040075,-7.358048,-28.476663,-20.442,6.221169333,18.80624767,-7.264878667,-13.85343933,12.5137085,-0.669865417,14.67320726,1.298224299,5.910315723,21.25852212,17.86006908,7.884297452,19.04874256
7.8,-34.563267,-22.486974,-5.331121,4.691053,6.616681,7.366551,12.313166,20.556525,23.997144,14.380013,-7.116181,-28.509964,-20.79378733,6.224761667,18.95561167,-7.082044,-13.93791567,12.59018667,-0.6738645,14.68944351,1.380135124,6.004250836,21.44500888,18.07403757,7.987783356,19.22025027
7.9,-34.875807,-22.907196,-5.634395,4.597054,6.656509,7.424869,12.367575,20.676281,24.249949,14.716111,-6.87046,-28.532982,-21.13913267,6.226144,19.097935,-6.895777,-14.01745483,12.6620395,-0.677707667,14.70066597,1.462205507,6.09639935,21.62455761,18.2853598,8.088668188,19.38671273
8,-35.176845,-23.320219,-5.936489,4.500944,6.694174,7.480956,12.417401,20.788036,24.494186,15.048154,-6.621145,-28.545882,-21.477851,6.225358,19.23320767,-6.706291,-14.092071,12.72928283,-0.681394083,14.70698285,1.544331315,6.186703673,21.79714273,18.49389104,8.186901154,19.54808023
8.1,-35.468432,-23.726424,-6.236552,4.403578,6.729945,7.535015,12.463556,20.893565,24.731559,15.37643,-6.369863,-28.551341,-21.81046933,6.222846,19.36289333,-6.514924667,-14.162697,12.79286967,-0.684913667,14.70982202,1.626141589,6.275602857,21.96424477,18.70050456,8.283070943,19.7055562
8.2,-35.748367,-24.125149,-6.535159,4.304225,6.763537,7.586814,12.505116,20.991011,24.960152,15.700388,-6.115173,-28.546708,-22.136225,6.218192,19.48542633,-6.320497667,-14.22836133,12.85180917,-0.688276083,14.70781236,1.707893004,6.362552108,22.12426258,18.90402775,8.376481313,19.85777939
8.3,-36.016337,-24.516084,-6.832115,4.202934,6.794918,7.636312,12.542006,21.080177,25.179648,16.019743,-5.857158,-28.531822,-22.45484533,6.211388,19.60061033,-6.123079,-14.28896217,12.90599917,-0.6914815,14.70089222,1.789525515,6.44742871,22.2769729,19.10418485,8.46699934,20.00453937
8.4,-36.271986,-24.89888,-7.127209,4.099751,6.824053,7.683468,12.574142,21.160838,25.389686,16.33417,-5.595914,-28.506495,-22.766025,6.202424,19.708222,-5.922746333,-14.34438567,12.955323,-0.694531333,14.68898599,1.870982053,6.530092797,22.42211908,19.30067108,8.554475332,20.14559966
